id,exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,category,laterality,exercise_classification,inserted_at,equipment
6512,Suspension Lateral Knee Tuck,https://youtu.be/nedEXGnhHak,https://youtu.be/Jz9UDCeyuBo,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer
6513,Suspension Archer Row,https://youtu.be/O0wf46CgVZg,,Novice,Shoulders,Posterior Deltoids,,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer
6514,Single Arm Dumbbell Turkish Get Up,https://youtu.be/saYKvqSscuY,https://youtu.be/MlDLOiN42d4,Intermediate,Abdominals,Obliques,Rectus Abdominis,Full Body,Unilateral,Grinds,2025-08-10 01:02:43.832216+00,Dumbbell
6515,Bodyweight Bear Crawl,https://youtu.be/8y-C1wUb-3c,https://youtu.be/Wgt1vdZ_YYk,Novice,Abdominals,Rectus Abdominis,,Core,Contralateral,Animal Flow,2025-08-10 01:02:43.832216+00,Bodyweight
6516,Stability Ball Knee Tuck,https://youtu.be/Q8MnsYG5sbk?si=8Aln2doES1PVTKQP,https://youtu.be/PbCgRWzQPc8,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6517,Ring Hanging Leg Raise,https://youtu.be/IMWzJ7zkklA,,Advanced,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings
6518,Parallette L Sit,https://youtu.be/lLu9U0G7Ogw,https://youtu.be/rzK07x9QeNY,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Parallette Bars
6519,Bodyweight Standing Walkout Plank,https://youtu.be/R6SMJ-TzgZo,https://youtu.be/R6SMJ-TzgZo,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight
6520,Ring Eccentric Pull Up,https://youtu.be/4vEoBieXyKk,,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings
6521,Barbell Climb,,https://youtu.be/1bBP54xKHbQ,Expert,Abdominals,Rectus Abdominis,,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Barbell
6522,Bodyweight Ipsilateral Bird Dog,https://youtu.be/8e1m4FNO7t8,,Advanced,Abdominals,Rectus Abdominis,Gluteus Maximus,Core,Ipsilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6523,Bodyweight Copenhagen Plank Knee to Elbow,,https://youtu.be/DrSAMHlAk4I,Advanced,Adductors,Adductor Magnus,,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6524,Ring Eccentric Chin Up,https://youtu.be/QvgPN5XfDX8?si=0U64Q99rkmh8yNmO,https://youtu.be/Gh3vyrtzkmY,Novice,Biceps,Biceps Brachii,Latissimus Dorsi,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Gymnastic Rings
6525,Single Arm Dumbbell Seated Shoulder External Rotation,https://youtu.be/HeY0G79zbGA?si=qV6g26pqatUMpDew,https://youtu.be/XKCfeJp4Qo0,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6526,Double Dumbbell Seated Cuban Rotation,https://youtu.be/oYGHjG0jZuA,https://youtu.be/Ia8KK_P8r6Y,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6527,Double Dumbbell Cuban Rotation,https://youtu.be/_Cfrbn8dxH4,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6528,Single Arm Cable Half Kneeling Contralateral Shoulder External Rotation 90 Degrees,https://youtu.be/Ff4Dg3T4pNQ?si=xU9cm-kpyPdrIwA0,https://youtu.be/eM0V87yceog,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6529,Miniband Fire Hydrant,https://youtu.be/gnzypKUFU6Y,,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6530,Medicine Ball Russian Twist,https://youtu.be/vT8p57mXVDo?feature=shared,https://youtu.be/5BF32n07JBY,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Medicine Ball
6531,Bodyweight Side Plank,https://youtu.be/_R389Jk0tIo,https://youtu.be/rCxF2nG9vQ0,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight
6532,Cable Reverse Crunch,https://youtu.be/3Mn_4KTDTi0?si=3zBBQ33AQDN7XPp4,https://youtu.be/Ss3G7RnIjV4,Novice,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6533,Cable Rope Half Kneeling High to Low Chop,https://youtu.be/hUbRkz4AxkE,https://youtu.be/KOh8cxe2ziE,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6534,Cable Rope Half Kneeling Low to High Chop,https://youtu.be/48LIxDpby_E?feature=shared,https://youtu.be/AA7q2T4IOCk,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6535,Slider Double Kettlebell Bottoms Up Overhead Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6536,Cable Rope Staggered Stance High to Low Chop,https://youtu.be/FFaeQW7hwYs?feature=shared,https://youtu.be/jnG8cjO0fMQ?si=8rvMJWRgsZskHMP9,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6537,Cable Rope Staggered Stance Low to High Chop,,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6538,Single Arm Dumbbell Windmill,https://youtu.be/EVLXzqAzAHI,https://youtu.be/0gMRrtTN5OE?si=UAizRA3GShfFTChg,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6539,Slider Double Kettlebell Bottoms Up Front Rack Lateral Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6540,Slider Double Kettlebell Front Rack Lateral Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6541,Bodyweight Feet On Wall Mountain Climber,https://youtu.be/jGwHfj957eU?si=i-ZtryUkm2Geud9J,https://youtu.be/OcGkhubaWzE,Advanced,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight
6542,Slider Double Kettlebell Suitcase Reverse Lunge,https://youtu.be/1SlpUMsiiiw?si=WnEVv0WTROHdU4eR,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6543,Bodyweight Hollow Body Hold,https://youtu.be/4xRpGgttca8,https://youtu.be/hf00_b2sRdc,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6544,Dumbbell Crush Grip Hollow Body Hold,https://youtu.be/Wo-pGZst6l0,,Intermediate,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6545,Bar Inverted Hanging Crunch,https://youtu.be/LXQTkeYPki8,https://youtu.be/gQbe4jcqfEA,Expert,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Pull Up Bar
6546,Bodyweight Inverted Hanging Oblique Crunch,,,Expert,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6547,Slider Double Kettlebell Front Rack Reverse Lunge,https://youtu.be/-p1l0vXTtAU?si=ebEJZJZkoWYTDFbC,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6548,Bodyweight Supine Alternating Single Leg Raise,https://youtu.be/IUCoqgdvDxU?si=8xtgp1M-mJqke2mR,https://youtu.be/TJITvui4Wwo,Beginner,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6549,Bodyweight Supine Leg Raise,https://youtu.be/q0JVBRHoLz4,,Novice,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6550,Miniband Bicycle Crunch,https://youtu.be/q_c5MFYuza4,https://youtu.be/i5hJzH1AhRw,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Miniband
6551,Bodyweight Side Plank Reach Through,https://youtu.be/7lfNb_zydvQ,https://youtu.be/-ruAdV34H54,Novice,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight
6552,Bodyweight Sit Up,https://youtu.be/bT8NVeDvuQg?si=paUR-bam-jwd-xPx,https://youtu.be/-WSon5E798w,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6553,Bodyweight Butterfly Sit Up,https://youtu.be/ZLyOWSPnVrM,https://youtu.be/hdXsuDt2PKE,Novice,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6554,Slider Mountain Climber,https://youtu.be/fjHQIVIPLHY,https://youtu.be/jNoFTnT6QEg?si=Ifucn1FF5b_Hxnq5&utm_source=MTQxZ,Novice,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Sliders
6555,Slider Pike,https://youtu.be/vB803WCcQDk?si=hXUn4t23jP7Bn6R8,https://youtu.be/dIhjNYsITbc,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Sliders
6556,Stability Ball Pike,https://youtu.be/-ciDJCuTu3A?si=zpBNDJ0Pbp7YfJOm,https://youtu.be/eFcjeQ9tuEQ,Advanced,Abdominals,Rectus Abdominis,,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6557,Slider Wide Mountain Climber,https://youtu.be/d64d_6PE9fY,,Intermediate,Abdominals,Rectus Abdominis,Iliopsoas,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Sliders
6558,Stability Ball Crunch,https://youtu.be/O4d3kd1ZLyc?si=xAr_I7jNLwrDm7lL,https://youtu.be/sUMW-xhzI84,Beginner,Abdominals,Rectus Abdominis,Iliopsoas,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6559,Stability Ball Feet Elevated Oblique Crunch,https://youtu.be/fZZK29dMla0?si=BQpGveG4S8WqLjzv,,Beginner,Abdominals,Obliques,Rectus Abdominis,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6560,Stability Ball Kneeling Rollout,https://youtu.be/gi38qGKDzXY?si=XCqiGVtu482eeeTP,https://youtu.be/2UQx-1dxyY8,Beginner,Abdominals,Rectus Abdominis,Latissimus Dorsi,Core,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6561,Stability Ball Single Leg Knee Tuck,https://youtu.be/fv6mxdkTT60?si=1AhvmIbGHoW_9tm9,https://youtu.be/xnOF_sTSppw,Advanced,Abdominals,Rectus Abdominis,,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6562,Stability Ball Single Leg Pike,https://youtu.be/7skasCMLRL8,,Expert,Abdominals,Rectus Abdominis,,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Stability Ball
6563,Double Dumbbell Z Press,https://youtu.be/k_kXBEjURUA,https://youtu.be/wce-elEhBHw,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6564,Slider Double Kettlebell Overhead Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6565,Double Dumbbell Romanian Deadlift,https://youtu.be/Cf3CaHui43A?si=dFPcP6jQEQECmXmY,https://youtu.be/hQgFixeXdZo,Beginner,Hamstrings,Biceps Femoris,Gluteus Maximus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6566,Single Arm Dumbbell Side Plank,https://youtu.be/2WxwO9E93wI,,Intermediate,Abdominals,Obliques,Rectus Abdominis,Core,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6567,Bodyweight Single Leg Glute Bridge,https://youtu.be/z4J188sFD4g,https://youtu.be/_K_di6h2-Wg,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight
6568,Dumbbell Glute Bridge,https://youtu.be/JpDDoINkrog,https://youtu.be/FSiUH5jn3Cs,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6569,Bodyweight Glute Bridge Isometric with Alternating Single Leg Extension,https://youtu.be/cRCXEFhpBEI?si=6A2YpBsXM9WqT6rW,https://youtu.be/ubuobFi9GH8?si=aysa84_fukw-vhZm,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight
6570,Miniband Side Lying Clamshell,https://youtu.be/vSpyJR3dA7s?si=voo83Swm5kMbYEwl,https://youtu.be/m_ZPapmqeNM,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6571,Miniband Ankle Side Lying Hip Abduction,https://youtu.be/bDvFd4EZt8M,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6572,Miniband Bench Seated Hip Abduction,https://youtu.be/NeO0w4Jv4rs?si=zFKHnPvts0-arQgk,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6573,Miniband Glute Bridge Hip Abduction,https://youtu.be/oS3cYfl6Bns,,Beginner,Glutes,Gluteus Maximus,Gluteus Medius,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6574,Stability Ball Hip Thrust,https://youtu.be/4azLK_5vOqY?si=bceKCFzhvhSW5jXe,https://youtu.be/awrONjSvtNU,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball
6575,Stability Ball Dumbbell Hip Thrust,https://youtu.be/x4lc8HocO1c,,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball
6576,Bodyweight Frog Pump,https://youtu.be/7IVoH7E4rWo,https://youtu.be/jbJBXErKD-U,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Bodyweight
6577,Dumbbell Frog Pump,https://youtu.be/N6t2Fv0SKGc,https://youtu.be/MQ62r2V7Lw8,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Dumbbell
6578,Cable Glute Kickback,https://youtu.be/qJxwJ1e1HxI?si=5y999i_uPybFFDol,https://youtu.be/dJa_Nf4zdik,Novice,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6579,Bodyweight Single Leg Foot Elevated Glute Bridge,https://youtu.be/I7Zwyzr8COk,https://youtu.be/-sDqY1KTpPE,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Bodyweight
6580,Suspension Feet Elevated Glute Bridge,https://youtu.be/bZUGEwxZVks?si=GXDy3dTxYcWMuQpw,https://youtu.be/KlgaxSAfaDA,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Suspension Trainer
6581,Miniband Thigh Lateral Walk,https://youtu.be/34fVGXqWWs8,https://youtu.be/7C8mL0v976o,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6582,Miniband Ankle Lateral Walk,https://youtu.be/N4tkpDMlqCQ,https://youtu.be/mKCe63bpPxA,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6583,Miniband Feet Lateral Walk,https://youtu.be/GxqfnFHLH6c,https://youtu.be/5wUk8wQNUT8,Intermediate,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6584,Miniband Standing Glute Kickback,https://youtu.be/pdP0uJXvc44?si=lpmJ6krZopavsZrJ,https://youtu.be/kK5RKh_abCE?si=_1yTmWZij9OG5rwA,Novice,Glutes,Gluteus Maximus,,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6585,Barbell Hip Thrust,https://youtu.be/5S8SApGU_Lk,https://youtu.be/LM8XHLYJoYs,Novice,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell
6586,Barbell Single Leg Hip Thrust,https://youtu.be/BMIy2gtjsTI?si=JnJL8ZiliAOk_Ac1,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell
6587,Stability Ball Single Leg Foot Elevated Glute Bridge,https://youtu.be/LSUPiOJOA6M,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball
6588,Miniband Standing Hip Abduction,https://youtu.be/dZNkjqKNUUs,,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6589,Miniband 3 Way Cha Cha,https://youtu.be/3SOcMYQWbDU,,Beginner,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Miniband
6590,Slider Single Arm Kettlebell Suitcase Contralateral Reverse Lunge,https://youtu.be/5D-hSAvpFls?si=2EfexeMUADw51Wu2,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6591,Cable Hip Abduction,https://youtu.be/saVSMtIttZE?si=qgSuj5ww8uiz2Wkd,https://youtu.be/pvnR8CDb4BU,Novice,Abductors,Gluteus Medius,Gluteus Minimus,Lower Body,Unilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6592,Miniband Wall Sit Hip Abduction,https://youtu.be/w5nYnnT1E9s,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Medius,Lower Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Miniband
6593,Slider Barbell Overhead Lateral Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Lower Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Sliders
6594,Single Arm Dumbbell Half Kneeling Contralateral Overhead Press,https://youtu.be/4DUIY95jX6Y,,Novice,Shoulders,Anterior Deltoids,Triceps Brachii,Upper Body,Contralateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6595,Barbell Shrug,,https://youtu.be/pqYr_lb04O4,Novice,Trapezius,Upper Trapezius,Levator Scapulae,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell
6596,Cable Face Pull,https://youtu.be/l3prcz-3FbI?si=qvb-6gLh-aavLGWK,https://youtu.be/1dzR5IW0cL8,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6597,Cable Seated Face Pull,https://youtu.be/4UhV4cCkugM,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Cable
6598,Cable Guillotine Curl,https://youtu.be/KLM1hUecXbY,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6599,Cable Supine Bicep Curl,https://youtu.be/hBC7lPyEkVM,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6600,Cable Straight Bar High Bicep Curl,https://youtu.be/xaMJYDzqTZg,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6601,Double Dumbbell Spider Curl,https://youtu.be/9Dd8iiEUs_Q?si=juy6zuf-MVn-W8j8,https://youtu.be/nvufDW-MSQk,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6602,EZ Bar Spider Curl,https://youtu.be/wtbHEt6Qi8g?si=wca7IhWcGWNDg2QX,https://youtu.be/BsE9zhhTU1A,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6603,Stability Ball Cable Preacher Curl,https://youtu.be/uEjtuyC6-bc,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball
6604,Single Arm Dumbbell Standing Concentration Curl,https://youtu.be/fOV-z1wARvs?si=pxr3u-XyVhL6BlD3,https://youtu.be/bbFFdxcAYiw,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6605,EZ Bar Wide Grip Bicep Curl,https://youtu.be/xUdw3EtnTLM?si=6zj86RhHEsTUIlf4,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6606,Single Arm Cable Standing High Bicep Curl,https://youtu.be/shIYFhPQVSo,,Novice,Biceps,Biceps Brachii,Brachialis,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6607,EZ Bar Seated Overhead Tricep Extension,https://youtu.be/QGK3RQ_Eexc?si=2Go8XA5nbKIfwUBr,https://youtu.be/priRWVpDV8c,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6608,EZ Bar Overhead Tricep Extension,https://youtu.be/99qXUnFuQdM,https://youtu.be/xvvN9HZvaBE,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6609,Barbell Thruster,https://youtu.be/aea5BGj9a8Y,https://youtu.be/Zvt5-mugUco,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Barbell
6610,Bodyweight Diamond Push Up,https://youtu.be/XtU2VQVuLYs,https://youtu.be/J0DnG1_S92I,Novice,Triceps,Triceps Brachii,Pectoralis Major,Upper Body,Bilateral,Calisthenics,2025-08-10 01:02:43.832216+00,Bodyweight
6611,EZ Bar Lying Tricep Extension,https://youtu.be/fUW3C1lVWkk?si=uxeyIMMcnTpM46fm,https://youtu.be/FrutSwqK5fQ,Novice,Triceps,Triceps Brachii,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6612,Cable Rope Overhead Tricep Extension,https://youtu.be/KvrP8c6eVBc?si=1EP-aMrXRtcbPO6b,https://youtu.be/XTerYx0kwQ8,Novice,Triceps,Triceps Brachii,Anterior Deltoids,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6613,Single Arm Cable Reverse Grip Tricep Pushdown,https://youtu.be/pXd8vm-ZSOA?si=8_iZ3618RVjOmu3S,https://youtu.be/ebtopenAnQ4,Novice,Triceps,Triceps Brachii,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Cable
6614,EZ Bar Reverse Grip Bicep Curl,https://youtu.be/aIrvcBlNHBA,https://youtu.be/nRgxYX2Ve9w,Novice,Forearms,Brachioradialis,Biceps Brachii,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,EZ Bar
6615,Stability Ball Single Arm Dumbbell Chest Press,https://youtu.be/EQlfrWvaU6w,,Novice,Chest,Pectoralis Major,Triceps Brachii,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Stability Ball
6616,Suspension Face Pull,https://youtu.be/3FVZDVJnvIA,,Novice,Shoulders,Posterior Deltoids,Infraspinatus,Upper Body,Bilateral,Unsorted*,2025-08-10 01:02:43.832216+00,Suspension Trainer
6617,Landmine V Grip Row,https://youtu.be/gnikveF7dgI,https://youtu.be/9hSQVBHLOX0?si=7vUXasQb6975_SHL,Novice,Back,Latissimus Dorsi,,Upper Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine
6618,Double Dumbbell Thruster,https://youtu.be/u3wKkZjE8QM,https://youtu.be/cPzfRo_jti0,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Bilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6619,Single Arm Dumbbell Thruster,https://youtu.be/03aX4h5-EkA,https://youtu.be/o1wfP7nTCqg,Novice,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Full Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Dumbbell
6620,Single Arm Landmine Row,https://youtu.be/tiETx7VNDf0,,Novice,Back,Latissimus Dorsi,,Upper Body,Unilateral,Bodybuilding,2025-08-10 01:02:43.832216+00,Landmine
