exercise_name,video_link,video_explanation,expereince_level,target_muscle,primary_muscle,secondary_muscle,equipment ,Category,Laterality,Primary Exercise Classification
Double Kettlebell Front Rack Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Alternating Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Overhead Alternating Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Alternating Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Suspension Alternating Hawaiian Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Suspension Trainer,Lower Body,Unilateral,Unsorted*
Double Kettlebell Suitcase Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Goblet Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Goblet Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Dumbbell Goblet Step Up,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Dumbbell Goblet Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Tire Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Tire,Lower Body,Unilateral,Balance
Tire Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Tire,Lower Body,Unilateral,Balance
Dumbbell Crush Grip Seated Good Morning,,,Novice,Back,Erector Spinae,Gluteus Maximus,Dumbbell,Lower Body,Bilateral,Bodybuilding
Trap Bar Bottoms Up Z Press,Video Demonstration,,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Trap Bar,Upper Body,Bilateral,Bodybuilding
Kettlebell Horn Grip Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Alternating Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Superband Assisted Reverse Nordic,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,,Superband,Lower Body,Bilateral,Unsorted*
Single Arm Clubbell Mill to Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Clubbell,Upper Body,Unilateral,Ballistics
Single Arm Macebell Mill to Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Ballistics
Alternating Single Arm Macebell Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Ballistics
Single Arm Dumbbell Hang Power Clean,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,,Dumbbell,Full Body,Unilateral,Ballistics
Alternating Single Arm Dumbbell Hang Power Clean,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,,Dumbbell,Full Body,Unilateral,Ballistics
Double Dumbbell Suitcase Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Double Dumbbell Front Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Double Kettlebell Front Rack Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Double Kettlebell Suitcase Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Single Arm Kettlebell Suitcase Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Balance
Single Arm Kettlebell Suitcase Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Balance
Single Arm Kettlebell Front Rack Contralateral Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Balance
Single Arm Kettlebell Front Rack Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Balance
Double Kettlebell Overhead Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Single Arm Kettlebell Overhead Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Balance
Single Arm Kettlebell Overhead Ipsilateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Balance
Double Kettlebell Bottoms Up Front Rack Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Balance
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Balance
Double Kettlebell Bottoms Up Overhead Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Single Arm Kettlebell Bottoms Up Overhead Contralateral Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Balance
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Balance
Barbell Back Rack Russian Step Up,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Barbell Front Rack Russian Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Double Dumbbell Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Single Arm Dumbbell Overhead Contralateral Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Balance
Barbell Overhead Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Barbell Overhead Russian Step Up,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Single Arm Dumbbell Suitcase Contralateral Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Balance
Single Arm Dumbbell Suitcase Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Balance
Single Arm Dumbbell Overhead Ipsilateral Russian Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Balance
Double Clubbell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Balance
Double Clubbell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Balance
Single Arm Clubbell Order Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Contralateral,Balance
Single Arm Clubbell Order Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Ipsilateral,Balance
Bodyweight Alternating Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Balance
Bodyweight Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Balance
Clubbell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Balance
Clubbell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Balance
Barbell Back Rack Alternating Russian Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Barbell Front Rack Alternating Russian Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Double Dumbbell Suitcase Alternating Russian Step Up,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Double Dumbbell Front Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Double Dumbbell Overhead Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Single Arm Dumbbell Front Rack Contralateral Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Balance
Single Arm Dumbbell Front Rack Ipsilateral Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Balance
Single Arm Macebell Order Contralateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Contralateral,Balance
Single Arm Macebell Order Ipsilateral Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Ipsilateral,Balance
Macebell Order Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Balance
Macebell Order Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Balance
Barbell Zercher Russian Step Up,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Barbell Zercher Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Balance
Bulgarian Bag Back Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Balance
Bulgarian Bag Back Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Balance
Sandbag Back Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Balance
Sandbag Back Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Balance
Sandbag Front Rack Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Balance
Sandbag Front Rack Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Balance
Plate Overhead Russian Step Up,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Balance
Plate Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Balance
Double Kettlebell Front Rack Alternating Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Double Kettlebell Bottoms Up Front Rack Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Double Kettlebell Overhead Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Double Kettlebell Bottoms Up Overhead Alternating Russian Step Up,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Double Kettlebell Suitcase Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Kettlebell Goblet Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Kettlebell Goblet Alternating Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Dumbbell Goblet Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Dumbbell Goblet Alternating Russian Step Up,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Balance
Kettlebell Horn Grip Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Kettlebell Horn Grip Alternating Russian Step Up,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Balance
Miniband Hip Thrust,Video Demonstration,,Beginner,Glutes,Gluteus Maximus,Biceps Femoris,Miniband,Lower Body,Bilateral,Bodybuilding
Heavy Sandbag Bear Hug Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Alternating Step Up,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Balance
Heavy Sandbag Bear Hug Alternating Russian Step Up,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Unilateral,Balance
Alternating Single Arm Macebell Reverse Mill,,,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Ballistics
Ring Grip Straddle Planche,,,Grand Master,Abdominals,Rectus Abdominis,,Gymnastic Rings,Full Body,Bilateral,Calisthenics
Single Arm Kettlebell Dead Clean to Overhead Press,,Video Explanation,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Single Arm Kettlebell Dead Clean to Push Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Single Arm Kettlebell Clean to Front Rack Ipsilateral Reverse Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Ipsilateral,Ballistics
Single Arm Kettlebell Clean to Front Rack Ipsilateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Ipsilateral,Ballistics
Single Arm Kettlebell Dead Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Double Kettlebell Dead Clean to Push Jerk,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,Triceps Brachii,Kettlebell,Full Body,Bilateral,Ballistics
Single Arm Kettlebell Bottoms Up Dead Clean,Video Demonstration,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Kettlebell,Full Body,Unilateral,Unsorted*
Alternating Single Arm Kettlebell Bottoms Up Dead Clean,,,Intermediate,Glutes,Gluteus Maximus,Biceps Femoris,Kettlebell,Full Body,Unilateral,Unsorted*
Single Arm Kettlebell Dead Clean to Front Rack Squat,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Ballistics
Single Arm Kettlebell Dead Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Kettlebell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Thruster,,,Intermediate,Shoulders,Anterior Deltoids,Quadriceps Femoris,Kettlebell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Overhead Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Push Press,Video Demonstration,,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Push Jerk,,,Intermediate,Shoulders,Anterior Deltoids,,Kettlebell,Full Body,Unilateral,Ballistics
Alternating Single Arm Kettlebell Dead Clean to Front Rack Squat,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Full Body,Unilateral,Ballistics
Single Arm Macebell Bull Whip to Mill,Video Demonstration,Video Explanation,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,Macebell,Upper Body,Unilateral,Ballistics
Double Kettlebell Bottoms Up Overhead Split Squat,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Kang Squat,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Bilateral,Unsorted*
Double Dumbbell Feet Elevated Renegade Row,Video Demonstration,Video Explanation,Advanced,Back,Latissimus Dorsi,,Dumbbell,Upper Body,Unilateral,Bodybuilding
Double Dumbbell Feet Elevated Renegade Row to Push Up,,,Advanced,Back,Latissimus Dorsi,,Dumbbell,Upper Body,Unilateral,Bodybuilding
Double Dumbbell Suitcase Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Barbell Front Rack Forward Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Barbell Overhead Forward Lunge,Video Demonstration,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Heavy Sandbag Bear Hug Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Full Body,Unilateral,Unsorted*
Heavy Sandbag Shoulder Contralateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Heavy Sandbag,Lower Body,Contralateral,Unsorted*
Barbell Back Rack Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Suitcase Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Front Rack Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Front Rack Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Front Rack Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Double Dumbbell Overhead Forward Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Contralateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Front Rack Contralateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Single Arm Dumbbell Overhead Contralateral Forward Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Contralateral,Bodybuilding
Double Kettlebell Overhead Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Dumbbell Goblet Forward Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Unilateral,Bodybuilding
Clubbell Order Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Double Clubbell Order Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Unilateral,Bodybuilding
Single Arm Clubbell Order Contralateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Contralateral,Bodybuilding
Macebell Order Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Macebell,Lower Body,Unilateral,Bodybuilding
Double Kettlebell Bottoms Up Overhead Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Suitcase Contralateral Forward Lunge,,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Bodyweight Forward Lunge,Video Demonstration,Video Explanation,Beginner,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bodyweight,Lower Body,Unilateral,Bodybuilding
Bulgarian Bag Back Rack Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Bulgarian Bag,Lower Body,Unilateral,Bodybuilding
Sandbag Front Rack Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Sandbag,Lower Body,Unilateral,Bodybuilding
Plate Overhead Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Weight Plate,Lower Body,Unilateral,Bodybuilding
Single Arm Kettlebell Front Rack Contralateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Forward Lunge,,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Overhead Contralateral Forward Lunge,Video Demonstration,Video Explanation,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Contralateral Forward Lunge,,Video Explanation,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Contralateral,Bodybuilding
Kettlebell Goblet Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Kettlebell Horn Grip Forward Lunge,Video Demonstration,Video Explanation,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Unilateral,Bodybuilding
Barbell Zercher Forward Lunge,Video Demonstration,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Barbell,Lower Body,Unilateral,Bodybuilding
Single Arm Dumbbell Suitcase Ipsilateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Front Rack Ipsilateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Dumbbell Overhead Ipsilateral Forward Lunge,Video Demonstration,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Dumbbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Clubbell Order Ipsilateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Clubbell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Suitcase Ipsilateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Front Rack Ipsilateral Forward Lunge,Video Demonstration,,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Overhead Ipsilateral Forward Lunge,,,Intermediate,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Forward Lunge,,,Advanced,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Kettlebell,Lower Body,Ipsilateral,Bodybuilding
Alternating Single Arm Dumbbell Plank Pull Through,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Obliques,Dumbbell,Core,Unilateral,Unsorted*
Alternating Single Arm Dumbbell Feet Elevated Plank Pull Through,Video Demonstration,,Intermediate,Abdominals,Rectus Abdominis,Obliques,Dumbbell,Core,Unilateral,Unsorted*
Landmine Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Landmine,Full Body,Bilateral,Bodybuilding
Single Arm Landmine Cyclist Thruster,,,Intermediate,Quadriceps,Quadriceps Femoris,Anterior Deltoids,Landmine,Full Body,Unilateral,Bodybuilding
Clubbell Swing,Video Demonstration,,Novice,Glutes,Gluteus Maximus,,Clubbell,Full Body,Bilateral,Ballistics
